date snow evap netpsn depthtogw vegaccesswater Qout litter soil height_over trans height_under leafc_over stemc_over rootc_over leafc_under stemc_under rootc_under year month day
1942-10-01 0 0.035405 0.003401 1708.846345 327.94999 0.041776 0.480812 12.043833 18.810828 2.654088 1.989412 0.503809 4.837528 4.242657 0.187142 0.682374 1.176062 1942 10 1
1942-10-02 0 0.043224 0.003587 1711.716707 325.107085 0.040865 0.488376 12.044257 18.810599 2.826639 1.989322 0.498868 4.837424 4.242617 0.186003 0.682317 1.175945 1942 10 2
1942-10-03 0 0.036997 0.00312 1714.491703 322.358955 0.039976 0.495282 12.044696 18.810371 2.737506 1.989232 0.494279 4.837321 4.242524 0.184945 0.68226 1.175697 1942 10 3
1942-10-04 0 0.043247 0.002512 1717.39939 319.479297 0.039107 0.501469 12.045174 18.810142 2.863954 1.989141 0.490043 4.837218 4.242297 0.183969 0.682203 1.175289 1942 10 4
1942-10-05 0 0.037702 0.001935 1720.206805 316.699377 0.038259 0.506932 12.045694 18.809913 2.769232 1.989051 0.486159 4.837115 4.241948 0.183074 0.682146 1.174728 1942 10 5
1942-10-06 0 0.032946 0.002124 1722.925785 314.007285 0.037431 0.511747 12.046204 18.809684 2.685559 1.988961 0.482628 4.837012 4.241919 0.182259 0.68209 1.174221 1942 10 6
1942-10-07 0 0.029685 0.002401 1725.374991 311.582225 0.036623 0.515933 12.046697 18.809455 2.419054 1.98887 0.479449 4.836908 4.242234 0.181526 0.682033 1.173825 1942 10 7
1942-10-08 0 0.028963 0.002178 1727.813862 309.167455 0.035834 0.519463 12.047195 18.809227 2.409444 1.98878 0.476623 4.836805 4.242618 0.180874 0.681976 1.173383 1942 10 8
1942-10-09 0 0.013189 0.001377 1729.369857 307.628278 0.035065 0.522254 12.047745 18.808998 1.542346 1.98869 0.474149 4.836702 4.242784 0.180304 0.681919 1.172685 1942 10 9
1942-10-10 0 0.030934 0.003458 1731.690216 305.33119 0.034312 0.524596 12.048162 18.808769 2.288968 1.9886 0.472028 4.836599 4.244339 0.179814 0.681862 1.172608 1942 10 10
1942-10-11 0 1.794226 0.003635 1731.538885 305.483205 0.033583 0.526439 12.048525 18.80854 0 1.988509 0.470259 4.836496 4.246297 0.179406 0.681805 1.172476 1942 10 11
1942-10-12 0 0.018475 0.003502 1732.927398 304.110117 0.034305 0.527681 12.048875 18.808312 1.371664 1.988419 0.468843 4.836392 4.248356 0.179079 0.681748 1.172381 1942 10 12
1942-10-13 0 0.020902 0.003533 1734.572867 302.482326 0.033562 0.528433 12.04917 18.808083 1.624133 1.988329 0.467779 4.836289 4.250599 0.178833 0.681692 1.172353 1942 10 13
1942-10-14 0 0.024841 0.003586 1736.681198 300.395643 0.032837 0.528693 12.049405 18.807854 2.083045 1.988238 0.467068 4.836186 4.253017 0.178668 0.681635 1.172412 1942 10 14
1942-10-15 0 0.017945 0.003208 1738.334159 298.760069 0.032129 0.528331 12.049635 18.807625 1.634575 1.988148 0.466709 4.836083 4.25542 0.178585 0.681578 1.172397 1942 10 15
1942-10-16 0 0.020841 0.002829 1740.256581 296.85729 0.031437 0.527348 12.049859 18.807397 1.901144 1.988058 0.466703 4.83598 4.257763 0.178582 0.68152 1.172378 1942 10 16
1942-10-17 0 0.020909 0.00284 1742.197595 294.936074 0.030762 0.526394 12.05007 18.807168 1.919672 1.987921 0.466696 4.835876 4.260129 0.17858 0.681463 1.172315 1942 10 17
1942-10-18 0 0.021307 0.002674 1744.200264 292.953747 0.030102 0.525461 12.050276 18.806939 1.980932 1.987831 0.46669 4.835773 4.262406 0.178577 0.681406 1.172202 1942 10 18
1942-10-19 0 0.021754 0.002497 1746.257001 290.917835 0.029458 0.524538 12.050478 18.806711 2.034559 1.987741 0.466683 4.83567 4.264589 0.178575 0.681349 1.172034 1942 10 19
1942-10-20 0 0.022198 0.002316 1748.359792 288.836291 0.028829 0.523617 12.050681 18.806482 2.080172 1.987651 0.466677 4.835567 4.26668 0.178572 0.681293 1.171806 1942 10 20
1942-10-21 0 0.02251 0.002123 1750.500056 286.717628 0.028214 0.522692 12.050887 18.806253 2.117337 1.98756 0.466671 4.835464 4.26867 0.17857 0.681236 1.171514 1942 10 21
1942-10-22 0 0.022861 0.001918 1752.668966 284.570604 0.027614 0.521753 12.051099 18.806024 2.145635 1.98747 0.466664 4.835361 4.270552 0.178567 0.681179 1.17116 1942 10 22
1942-10-23 0 0.022871 0.001345 1754.670349 282.588986 0.027028 0.520746 12.051348 18.805796 1.978103 1.98738 0.466658 4.835257 4.272059 0.178565 0.681122 1.170696 1942 10 23
1942-10-24 0 0.020116 0.002103 1756.496653 280.78105 0.026456 0.519817 12.051547 18.805567 1.805782 1.98729 0.466651 4.835154 4.274059 0.178562 0.681065 1.170388 1942 10 24
1942-10-25 0 0.019741 0.001764 1758.379135 278.917441 0.025898 0.5189 12.05175 18.805338 1.862337 1.9872 0.466645 4.835051 4.275843 0.17856 0.681009 1.170001 1942 10 25
1942-10-26 0 0.017771 0.001904 1760.160381 277.154366 0.025352 0.518013 12.051936 18.805109 1.763076 1.987109 0.466639 4.834948 4.277728 0.178558 0.680952 1.169636 1942 10 26
