date snow evap netpsn depthtogw vegaccesswater Qout litter soil height_over trans height_under leafc_over stemc_over rootc_over leafc_under stemc_under rootc_under year month day
1942-10-01 0 0.031116 0.000381 1725.42031 311.686904 0.040284 0.335917 12.035913 18.810828 2.582535 1.989412 0.503809 4.837528 4.112125 0.187142 0.682374 1.084339 1942 10 1
1942-10-02 0 0.038688 0.00084 1728.243053 308.891617 0.039403 0.340476 12.037803 18.810599 2.783554 1.989322 0.498868 4.837424 4.11115 0.186003 0.682317 1.083326 1942 10 2
1942-10-03 0 0.032799 7.8e-05 1730.874703 306.286074 0.038544 0.344539 12.039609 18.810371 2.598353 1.989232 0.494279 4.837321 4.109703 0.184945 0.68226 1.082072 1942 10 3
1942-10-04 0 0.038897 -0.000827 1733.435816 303.750592 0.037705 0.348045 12.041352 18.810142 2.521726 1.989141 0.490043 4.837218 4.107731 0.183969 0.682203 1.080553 1942 10 4
1942-10-05 0 0.034454 -0.001637 1735.788468 301.422124 0.036887 0.35099 12.043033 18.809913 2.317713 1.989051 0.486159 4.837115 4.105416 0.183074 0.682146 1.078796 1942 10 5
1942-10-06 0 0.030535 -0.001313 1738.149057 299.085976 0.036088 0.353344 12.044661 18.809684 2.329575 1.988961 0.482628 4.837012 4.103505 0.182259 0.68209 1.077166 1942 10 6
1942-10-07 0 0.027697 -0.00047 1740.45146 296.807003 0.035308 0.355147 12.046218 18.809455 2.274233 1.98887 0.479449 4.836908 4.102423 0.181526 0.682033 1.075857 1942 10 7
1942-10-08 0 0.026783 -0.000788 1742.695163 294.586358 0.034546 0.356468 12.047676 18.809227 2.216451 1.98878 0.476623 4.836805 4.101244 0.180874 0.681976 1.074473 1942 10 8
1942-10-09 0 0.012137 -0.001836 1744.114806 293.18277 0.033803 0.357295 12.049037 18.808998 1.40704 1.98869 0.474149 4.836702 4.099574 0.180304 0.681919 1.072739 1942 10 9
1942-10-10 0 0.029449 0.001748 1746.586549 290.735968 0.033076 0.357554 12.050328 18.808769 2.441835 1.9886 0.472028 4.836599 4.100989 0.179814 0.681862 1.072301 1942 10 10
1942-10-11 0 1.794483 0.002335 1746.434834 290.888389 0.032373 0.357514 12.051456 18.80854 0 1.988509 0.470259 4.836496 4.102956 0.179406 0.681805 1.071924 1942 10 11
1942-10-12 0 0.01707 0.003292 1748.127445 289.214212 0.033119 0.357086 12.052453 18.808312 1.676521 1.988419 0.468843 4.836392 4.105761 0.179079 0.681748 1.072013 1942 10 12
1942-10-13 0 0.019776 0.003216 1750.109197 287.253432 0.0324 0.35636 12.0533 18.808083 1.961534 1.988329 0.467779 4.836289 4.108431 0.178833 0.681692 1.072174 1942 10 13
1942-10-14 0 0.023051 0.002299 1752.408729 284.977646 0.031697 0.355291 12.054015 18.807854 2.276034 1.988238 0.467068 4.836186 4.110413 0.178668 0.681635 1.0721 1942 10 14
1942-10-15 0 0.016931 0.002082 1754.243717 283.162036 0.031012 0.353773 12.054634 18.807625 1.817613 1.988148 0.466709 4.836083 4.112344 0.178585 0.681578 1.071984 1942 10 15
1942-10-16 0 0.01945 0.001316 1756.254624 281.172063 0.030343 0.351792 12.055161 18.807397 1.991019 1.988058 0.466703 4.83598 4.113867 0.178582 0.68152 1.071702 1942 10 16
1942-10-17 0 0.019873 0.001391 1758.29116 279.156732 0.02969 0.34994 12.055621 18.807168 2.016228 1.987921 0.466696 4.835876 4.115412 0.17858 0.681463 1.071411 1942 10 17
1942-10-18 0 0.020478 0.001127 1760.348982 277.12036 0.029051 0.348208 12.056022 18.806939 2.036914 1.987831 0.46669 4.835773 4.116761 0.178577 0.681406 1.071033 1942 10 18
1942-10-19 0 0.020916 0.000843 1762.415929 275.075012 0.028428 0.346572 12.056375 18.806711 2.045605 1.987741 0.466683 4.83567 4.11792 0.178575 0.681349 1.070559 1942 10 19
1942-10-20 0 0.021314 0.000541 1764.479598 273.032992 0.027819 0.345013 12.056688 18.806482 2.041934 1.987651 0.466677 4.835567 4.118885 0.178572 0.681293 1.069985 1942 10 20
1942-10-21 0 0.021818 0.000222 1766.527309 271.006881 0.027225 0.343517 12.056968 18.806253 2.025475 1.98756 0.466671 4.835464 4.119653 0.17857 0.681236 1.069307 1942 10 21
1942-10-22 0 0.022204 -0.000113 1768.54574 269.009879 0.026645 0.342073 12.057218 18.806024 1.995815 1.98747 0.466664 4.835361 4.120223 0.178567 0.681179 1.068522 1942 10 22
1942-10-23 0 0.022206 -0.000762 1770.353793 267.220758 0.026078 0.340669 12.057444 18.805796 1.785438 1.98738 0.466658 4.835257 4.120387 0.178565 0.681122 1.06756 1942 10 23
1942-10-24 0 0.02001 0.00071 1772.213662 265.380187 0.025525 0.339297 12.057647 18.805567 1.839453 1.98729 0.466651 4.835154 4.121436 0.178562 0.681065 1.067048 1942 10 24
1942-10-25 0 0.019559 9.4e-05 1774.041548 263.571432 0.024985 0.337999 12.057826 18.805338 1.807925 1.9872 0.466645 4.835051 4.122105 0.17856 0.681009 1.066341 1942 10 25
1942-10-26 0 0.017404 0.000413 1775.823843 261.807972 0.024458 0.336743 12.057985 18.805109 1.764492 1.987109 0.466639 4.834948 4.122967 0.178558 0.680952 1.065732 1942 10 26
1942-10-27 0 0.014458 0.001349 1777.455028 260.19438 0.023942 0.335536 12.058126 18.804881 1.616333 1.987019 0.466632 4.834845 4.1244 0.178555 0.680895 1.065419 1942 10 27
1942-10-28 0 0.010851 0.002218 1778.698771 258.964961 0.02344 0.334401 12.058248 18.804652 1.232498 1.986929 0.466626 4.834742 4.126403 0.178553 0.680838 1.065339 1942 10 28
1942-10-29 0 0.011275 0.002301 1779.929116 257.74896 0.022949 0.33337 12.058351 18.804423 1.218681 1.986839 0.466619 4.834638 4.128443 0.17855 0.680782 1.0653 1942 10 29
1942-10-30 0 0.013824 0.001918 1781.458297 256.236736 0.022468 0.33243 12.058438 18.804195 1.514968 1.986749 0.466613 4.834535 4.13018 0.178548 0.680725 1.065204 1942 10 30
1942-10-31 0 0.032644 0.001015 1782.983958 254.726599 0.021999 0.331541 12.058514 18.803966 1.492633 1.986658 0.466607 4.834432 4.131332 0.178545 0.680668 1.064865 1942 10 31
1942-11-01 0 0.024836 8.6e-05 1784.555467 253.171166 0.021541 0.33068 12.058582 18.803737 1.546291 1.986568 0.4666 4.834329 4.131948 0.178543 0.680611 1.064232 1942 11 1
1942-11-02 0 0.019773 -0.000375 1786.086693 251.655784 0.021093 0.329821 12.058646 18.803509 1.511073 1.986478 0.466594 4.834226 4.132302 0.17854 0.680555 1.063454 1942 11 2
1942-11-03 0 2.525643 0.000729 1780.975079 256.753139 0.020659 0.328956 12.058704 18.80328 0 1.986388 0.466587 4.834123 4.133358 0.178538 0.680498 1.062935 1942 11 3
1942-11-04 0 1.453753 0.00235 1781.538373 256.192836 0.073168 0.328088 12.058757 18.803051 0.540431 1.986298 0.466581 4.83402 4.135121 0.178536 0.680441 1.06324 1942 11 4
1942-11-05 0 0.087155 0.002372 1782.649778 255.092518 0.07115 0.327295 12.058803 18.802823 1.098488 1.986208 0.466575 4.833916 4.136923 0.178533 0.680385 1.063521 1942 11 5
1942-11-06 0 0.017848 0.001783 1784.251966 253.50542 0.069192 0.32656 12.058842 18.802594 1.583966 1.986117 0.466568 4.833813 4.138345 0.178531 0.680328 1.063641 1942 11 6
1942-11-07 0 0.01743 0.001358 1785.876018 251.896773 0.067292 0.32585 12.058876 18.802365 1.606249 1.986027 0.466562 4.83371 4.13955 0.178528 0.680271 1.063593 1942 11 7
1942-11-08 0 0.023209 0.001062 1787.299337 250.486762 0.065449 0.325154 12.058907 18.802136 1.399737 1.985937 0.466556 4.833607 4.14059 0.178526 0.680214 1.063432 1942 11 8
1942-11-09 0 0.021867 0.000685 1788.802925 248.997264 0.06366 0.32447 12.058935 18.801908 1.481351 1.985847 0.466549 4.833504 4.14144 0.178523 0.680158 1.063124 1942 11 9
1942-11-10 0 0.018878 0.000551 1790.237143 247.576777 0.061926 0.323792 12.05896 18.801679 1.414971 1.985757 0.466543 4.833401 4.142229 0.178521 0.680101 1.062752 1942 11 10
1942-11-11 0 0.019317 -0.000233 1791.689507 246.138495 0.060242 0.323117 12.058982 18.80145 1.43268 1.985667 0.466536 4.833298 4.142598 0.178518 0.680044 1.062113 1942 11 11
1942-11-12 0 0.018435 -0.000362 1793.105925 244.736022 0.058608 0.322432 12.059003 18.801222 1.39762 1.985576 0.46653 4.833194 4.142907 0.178516 0.679988 1.061415 1942 11 12
1942-11-13 0 0.019268 -0.000857 1794.500099 243.355819 0.057023 0.321737 12.059021 18.800993 1.374542 1.985486 0.466524 4.833091 4.14294 0.178514 0.679931 1.060549 1942 11 13
1942-11-14 0 0.01491 0.000173 1795.7714 242.097499 0.055484 0.321029 12.059036 18.800764 1.25603 1.985396 0.466517 4.832988 4.143601 0.178511 0.679874 1.059986 1942 11 14
1942-11-15 0 2.204388 0.000908 1784.028259 253.812035 0.053992 0.32033 12.059049 18.800536 0 1.985306 0.466511 4.832885 4.144717 0.178509 0.679818 1.059575 1942 11 15
1942-11-16 0 1.739853 0.002043 1783.344295 254.491677 0.173584 0.319609 12.05906 18.800307 0 1.985216 0.466504 4.832782 4.146117 0.178506 0.679761 1.060061 1942 11 16
1942-11-17 0 1.302367 0.001505 1747.230421 290.518603 0.17521 0.318952 12.059066 18.800079 0 1.985126 0.466498 4.832679 4.147192 0.178504 0.679704 1.060302 1942 11 17
1942-11-18 0 0.491304 -0.000723 1708.500121 329.155805 0.54097 0.318187 12.059072 18.79985 0 1.985036 0.466492 4.832576 4.146927 0.178501 0.679648 1.059896 1942 11 18
1942-11-19 0 1.420393 0.002625 1663.296396 374.252674 0.922556 0.317319 12.059075 18.799621 0 1.984946 0.466485 4.832473 4.1485 0.178499 0.679591 1.061193 1942 11 19
