date snow evap netpsn depthtogw vegaccesswater Qout litter soil height_over trans height_under leafc_over stemc_over rootc_over leafc_under stemc_under rootc_under year month day
1942-10-01 0 0.0289 0.0028 1721.983592 315.099134 0.040867 0.455421 12.042991 18.810828 2.607413 1.989412 0.503809 4.837528 4.233748 0.187142 0.682374 1.167884 1942 10 1
1942-10-02 0 0.03603 0.003041 1724.805791 312.303965 0.039974 0.462779 12.04351 18.810599 2.785716 1.989322 0.498868 4.837424 4.233457 0.186003 0.682317 1.167545 1942 10 2
1942-10-03 0 0.031093 0.002531 1727.5187 309.617363 0.039104 0.469481 12.044043 18.810371 2.681367 1.989232 0.494279 4.837321 4.233076 0.184945 0.68226 1.167074 1942 10 3
1942-10-04 0 0.036256 0.001866 1730.332007 306.831366 0.038253 0.475457 12.044619 18.810142 2.776607 1.989141 0.490043 4.837218 4.232521 0.183969 0.682203 1.166434 1942 10 4
1942-10-05 0 0.03207 0.00124 1733.029032 304.160822 0.037423 0.480705 12.045238 18.809913 2.664518 1.989051 0.486159 4.837115 4.231812 0.183074 0.682146 1.165631 1942 10 5
1942-10-06 0 0.028183 0.001475 1735.652953 301.56289 0.036612 0.48532 12.045839 18.809684 2.595306 1.988961 0.482628 4.837012 4.231432 0.182259 0.68209 1.164913 1942 10 6
1942-10-07 0 0.025097 0.001882 1738.042714 299.196843 0.035821 0.48933 12.046407 18.809455 2.364235 1.98887 0.479449 4.836908 4.231451 0.181526 0.682033 1.164362 1942 10 7
1942-10-08 0 0.024077 0.001642 1740.413585 296.849644 0.035048 0.492689 12.046978 18.809227 2.346372 1.98878 0.476623 4.836805 4.231523 0.180874 0.681976 1.163766 1942 10 8
1942-10-09 0 0.010787 0.000782 1741.923982 295.355799 0.034295 0.495311 12.0476 18.808998 1.49919 1.98869 0.474149 4.836702 4.23136 0.180304 0.681919 1.162881 1942 10 9
1942-10-10 0 0.025608 0.003165 1744.231911 293.07103 0.033558 0.497528 12.048062 18.808769 2.281907 1.9886 0.472028 4.836599 4.232701 0.179814 0.681862 1.162762 1942 10 10
1942-10-11 0 1.794074 0.003443 1744.080216 293.223332 0.032844 0.499274 12.048454 18.80854 0 1.988509 0.470259 4.836496 4.23451 0.179406 0.681805 1.162608 1942 10 11
1942-10-12 0 0.015675 0.003536 1745.493691 291.825554 0.033581 0.500457 12.048812 18.808312 1.399293 1.988419 0.468843 4.836392 4.236586 0.179079 0.681748 1.162516 1942 10 12
1942-10-13 0 0.01732 0.003536 1747.164388 290.17279 0.032852 0.501153 12.049114 18.808083 1.652984 1.988329 0.467779 4.836289 4.238815 0.178833 0.681692 1.162494 1942 10 13
1942-10-14 0 0.020703 0.003332 1749.267698 288.091057 0.032141 0.501337 12.049369 18.807854 2.082201 1.988238 0.467068 4.836186 4.24105 0.178668 0.681635 1.162513 1942 10 14
1942-10-15 0 0.015161 0.002988 1750.920682 286.455456 0.031447 0.500912 12.049612 18.807625 1.637421 1.988148 0.466709 4.836083 4.243291 0.178585 0.681578 1.162465 1942 10 15
1942-10-16 0 0.017733 0.002499 1752.823122 284.572471 0.030769 0.49986 12.049854 18.807397 1.884309 1.988058 0.466703 4.83598 4.245409 0.178582 0.68152 1.162381 1942 10 16
1942-10-17 0 0.017892 0.002511 1754.74393 282.671294 0.030107 0.498842 12.05008 18.807168 1.902521 1.987921 0.466696 4.835876 4.247553 0.17858 0.681463 1.162253 1942 10 17
1942-10-18 0 0.018156 0.002334 1756.717542 280.717782 0.029461 0.497846 12.0503 18.806939 1.955065 1.987831 0.46669 4.835773 4.249598 0.178577 0.681406 1.162076 1942 10 18
1942-10-19 0 0.018591 0.002154 1758.735676 278.720153 0.028829 0.496862 12.050516 18.806711 1.999155 1.987741 0.466683 4.83567 4.251546 0.178575 0.681349 1.161845 1942 10 19
1942-10-20 0 0.019044 0.001958 1760.789588 276.687085 0.028213 0.49588 12.050734 18.806482 2.034484 1.987651 0.466677 4.835567 4.253384 0.178572 0.681293 1.161558 1942 10 20
1942-10-21 0 0.019491 0.001749 1762.869963 274.627821 0.027611 0.494891 12.050956 18.806253 2.060504 1.98756 0.466671 4.835464 4.255106 0.17857 0.681236 1.16121 1942 10 21
1942-10-22 0 0.019394 0.001526 1764.966704 272.552384 0.027022 0.493886 12.051186 18.806024 2.076971 1.98747 0.466664 4.835361 4.256701 0.178567 0.681179 1.160802 1942 10 22
1942-10-23 0 0.019391 0.000936 1766.891007 270.64723 0.026448 0.492811 12.051454 18.805796 1.904539 1.98738 0.466658 4.835257 4.257923 0.178565 0.681122 1.160267 1942 10 23
1942-10-24 0 0.017444 0.001785 1768.678964 268.877383 0.025888 0.491833 12.051661 18.805567 1.770141 1.98729 0.466651 4.835154 4.259685 0.178562 0.681065 1.159922 1942 10 24
1942-10-25 0 0.017281 0.001407 1770.5064 267.068488 0.02534 0.490863 12.051875 18.805338 1.809788 1.9872 0.466645 4.835051 4.261219 0.17856 0.681009 1.159476 1942 10 25
1942-10-26 0 0.015418 0.001558 1772.241924 265.350787 0.024806 0.489929 12.052069 18.805109 1.719742 1.987109 0.466639 4.834948 4.26286 0.178558 0.680952 1.159055 1942 10 26
1942-10-27 0 0.012764 0.002082 1773.722241 263.886249 0.024283 0.489071 12.052224 18.804881 1.46719 1.987019 0.466632 4.834845 4.264855 0.178555 0.680895 1.158734 1942 10 27
1942-10-28 0 0.009434 0.002245 1774.75005 262.870447 0.023774 0.488263 12.052366 18.804652 1.018015 1.986929 0.466626 4.834742 4.266962 0.178553 0.680838 1.15845 1942 10 28
1942-10-29 0 0.009747 0.002221 1775.754511 261.877786 0.023277 0.487542 12.052485 18.804423 0.994354 1.986839 0.466619 4.834638 4.269042 0.17855 0.680782 1.158186 1942 10 29
1942-10-30 0 0.012075 0.002321 1777.093839 260.55312 0.02279 0.486929 12.052566 18.804195 1.326897 1.986749 0.466613 4.834535 4.271187 0.178548 0.680725 1.157939 1942 10 30
1942-10-31 0 0.023378 0.001744 1778.494227 259.166819 0.022315 0.486312 12.05266 18.803966 1.376656 1.986658 0.466607 4.834432 4.27293 0.178545 0.680668 1.157612 1942 10 31
1942-11-01 0 0.018673 0.001189 1780.04855 257.627879 0.02185 0.485668 12.052774 18.803737 1.535298 1.986568 0.4666 4.834329 4.274324 0.178543 0.680611 1.157163 1942 11 1
1942-11-02 0 0.017647 0.000906 1781.61197 256.079967 0.021396 0.484986 12.052905 18.803509 1.545423 1.986478 0.466594 4.834226 4.275544 0.17854 0.680555 1.156645 1942 11 2
1942-11-03 0 2.40997 0.001644 1776.760594 260.916995 0.020955 0.483357 12.053579 18.80328 0 1.986388 0.466587 4.834123 4.277223 0.178538 0.680498 1.156292 1942 11 3
1942-11-04 0 1.49738 0.002327 1777.119067 260.560474 0.070921 0.482293 12.053916 18.803051 0.337797 1.986298 0.466581 4.83402 4.279105 0.178536 0.680441 1.156395 1942 11 4
1942-11-05 0 0.458573 0.002269 1778.012669 259.675967 0.068972 0.481492 12.054126 18.802823 0.88226 1.986208 0.466575 4.833916 4.280969 0.178533 0.680385 1.156463 1942 11 5
1942-11-06 0 0.064424 0.002323 1779.441492 258.260568 0.067081 0.480941 12.05421 18.802594 1.412351 1.986117 0.466568 4.833813 4.282882 0.178531 0.680328 1.156523 1942 11 6
