date snow evap netpsn depthtogw vegaccesswater Qout litter soil height_over trans_over height_under trans_under leafc_over stemc_over rootc_over leafc_under stemc_under rootc_under year month day
1942-10-01 0 0 -2.71598 1468.068335 171.089662 0 0.40089 11.48385 3.49852 1.267285 0 0 1.044525713 1.612406428 2.058287803 0 0 0 1942 10 1
1942-10-02 0 0 -2.768863 1468.991144 170.166853 0 0.400147 11.483886 3.498318 1.025383 0 0 1.044511404 1.612249965 2.058166874 0 0 0 1942 10 2
1942-10-03 0 0 -3.433487 1469.703288 169.454709 0 0.39942 11.483922 3.498116 0.79131 0 0 1.044497096 1.612093519 2.058045956 0 0 0 1942 10 3
1942-10-04 0 0 -3.876938 1470.20724 168.950757 0 0.398694 11.483957 3.497915 0.559985 0 0 1.044482788 1.611937086 2.057925049 0 0 0 1942 10 4
1942-10-05 0 0 -4.376879 1470.558365 168.599632 0 0.397966 11.483994 3.497713 0.390179 0 0 1.04446848 1.611780671 2.057804153 0 0 0 1942 10 5
1942-10-06 0 0 -4.451909 1470.815207 168.34279 0 0.397227 11.484029 3.497511 0.285419 0 0 1.044454172 1.611624271 2.057683266 0 0 0 1942 10 6
1942-10-07 0 0 -4.197966 1470.989216 168.168781 0 0.39648 11.484067 3.49731 0.193382 0 0 1.044439864 1.611467886 2.057562391 0 0 0 1942 10 7
1942-10-08 0 0 -4.354077 1471.107605 168.050392 0 0.395737 11.484104 3.497108 0.131582 0 0 1.044425557 1.611311518 2.057441526 0 0 0 1942 10 8
1942-10-09 0 0 -5.060762 1471.174983 167.983014 0 0.394992 11.484139 3.496907 0.074903 0 0 1.04441125 1.611155164 2.057320672 0 0 0 1942 10 9
1942-10-10 0 0 -3.458714 1471.232575 167.925422 0 0.394229 11.484178 3.496705 0.06403 0 0 1.044396943 1.610998827 2.057199828 0 0 0 1942 10 10
1942-10-11 0 1.8 -3.670904 1471.166014 167.991948 0 0.393512 11.484212 3.496504 0 0 0 1.044382636 1.610842506 2.057078995 0 0 0 1942 10 11
1942-10-12 0 0 -2.910121 1471.208766 167.949231 0 0.392815 11.484248 3.496302 0.04754 0 0 1.044368329 1.6106862 2.056958173 0 0 0 1942 10 12
1942-10-13 0 0 -2.75325 1471.248695 167.909302 0 0.392177 11.484279 3.4961 0.044404 0 0 1.044354023 1.610529911 2.05683736 0 0 0 1942 10 13
1942-10-14 0 0 -3.067207 1471.295379 167.862618 0 0.391584 11.484309 3.495899 0.05191 0 0 1.044339717 1.610373636 2.05671656 0 0 0 1942 10 14
1942-10-15 0 0 -3.102358 1471.326765 167.831232 0 0.391009 11.484338 3.495697 0.034911 0 0 1.04432541 1.610217377 2.056595769 0 0 0 1942 10 15
1942-10-16 0 0 -3.314427 1471.35693 167.801067 0 0.39045 11.484367 3.495496 0.033555 0 0 1.044311105 1.610061134 2.056474988 0 0 0 1942 10 16
1942-10-17 0 0 -3.238208 1471.381198 167.776799 0 0.389895 11.484395 3.495294 0.027003 0 0 1.044296799 1.609904907 2.056354219 0 0 0 1942 10 17
1942-10-18 0 0 -3.293833 1471.402256 167.755741 0 0.389348 11.484422 3.495093 0.023436 0 0 1.044282494 1.609748695 2.056233459 0 0 0 1942 10 18
1942-10-19 0 0 -3.356669 1471.42085 167.737147 0 0.388806 11.484451 3.494892 0.020699 0 0 1.044268188 1.6095925 2.056112711 0 0 0 1942 10 19
1942-10-20 0 0 -3.426494 1471.43759 167.720407 0 0.388262 11.484479 3.49469 0.018638 0 0 1.044253883 1.60943632 2.055991972 0 0 0 1942 10 20
1942-10-21 0 0 -3.503154 1471.452946 167.705051 0 0.387717 11.484507 3.494489 0.017101 0 0 1.044239578 1.609280155 2.055871245 0 0 0 1942 10 21
1942-10-22 0 0 -3.586528 1471.46727 167.690728 0 0.387168 11.484537 3.494287 0.015952 0 0 1.044225274 1.609124007 2.055750528 0 0 0 1942 10 22
1942-10-23 0 0 -3.823593 1471.478296 167.679702 0 0.386612 11.484565 3.494086 0.012289 0 0 1.044210969 1.608967873 2.055629821 0 0 0 1942 10 23
1942-10-24 0 0 -3.294626 1471.489119 167.668879 0 0.386046 11.484595 3.493884 0.012063 0 0 1.044196665 1.608811756 2.055509125 0 0 0 1942 10 24
1942-10-25 0 0 -3.517101 1471.50087 167.657128 0 0.385495 11.484624 3.493683 0.013095 0 0 1.044182361 1.608655654 2.05538844 0 0 0 1942 10 25
1942-10-26 0 0 -3.422127 1471.5125 167.645498 0 0.384944 11.484654 3.493482 0.01296 0 0 1.044168057 1.608499569 2.055267765 0 0 0 1942 10 26
1942-10-27 0 0 -3.046647 1471.52248 167.635518 0 0.384398 11.484682 3.49328 0.011127 0 0 1.044153753 1.608343498 2.055147101 0 0 0 1942 10 27
1942-10-28 0 0 -2.549538 1471.529094 167.628904 0 0.383874 11.484711 3.493079 0.007387 0 0 1.04413945 1.608187443 2.055026447 0 0 0 1942 10 28
1942-10-29 0 0 -2.38472 1471.53603 167.621968 0 0.383392 11.484736 3.492878 0.007744 0 0 1.044125147 1.608031405 2.054905804 0 0 0 1942 10 29
1942-10-30 0 0 -2.582498 1471.547145 167.610853 0 0.382945 11.484761 3.492676 0.012388 0 0 1.044110844 1.607875382 2.054785172 0 0 0 1942 10 30
1942-10-31 0 0 -2.768771 1471.559925 167.598073 0 0.382515 11.484784 3.492475 0.014238 0 0 1.044096541 1.607719374 2.05466455 0 0 0 1942 10 31
1942-11-01 0 0 -3.154251 1471.57479 167.583208 0 0.382089 11.484807 3.492274 0.016555 0 0 1.044082238 1.607563383 2.054543938 0 0 0 1942 11 1
1942-11-02 0 0 -3.353654 1471.589378 167.56862 0 0.381652 11.484832 3.492072 0.016246 0 0 1.044067936 1.607407407 2.054423337 0 0 0 1942 11 2
1942-11-03 0 2.779051 -3.130892 1466.903985 172.253979 0 0.381204 11.484857 3.491871 0 0 0 1.044053633 1.607251446 2.054302747 0 0 0 1942 11 3
1942-11-04 0 0.490923 -0.734096 1467.094382 172.063616 0 0.380735 11.484882 3.49167 0.21159 0 0 1.044039331 1.607095501 2.054182167 0 0 0 1942 11 4
1942-11-05 0 0 -0.750109 1467.486604 171.671394 0 0.38031 11.484904 3.491469 0.435839 0 0 1.044025029 1.606939572 2.054061597 0 0 0 1942 11 5
1942-11-06 0 0 -1.005672 1468.065582 171.092416 0 0.379914 11.484928 3.491267 0.643347 0 0 1.044010728 1.606783659 2.053941039 0 0 0 1942 11 6
1942-11-07 0 0 -1.358322 1468.636084 170.521914 0 0.379527 11.484951 3.491066 0.633928 0 0 1.043996426 1.606627762 2.05382049 0 0 0 1942 11 7
1942-11-08 0 0 -1.534037 1469.099186 170.058812 0 0.379143 11.484972 3.490865 0.514595 0 0 1.043982125 1.606471879 2.053699953 0 0 0 1942 11 8
1942-11-09 0 0 -1.817808 1469.548328 169.60967 0 0.378761 11.484995 3.490664 0.499085 0 0 1.043967824 1.606316013 2.053579426 0 0 0 1942 11 9
1942-11-10 0 0 -2.03193 1469.937843 169.220155 0 0.378377 11.485016 3.490462 0.432832 0 0 1.043953523 1.606160162 2.05345891 0 0 0 1942 11 10
1942-11-11 0 0 -2.505881 1470.303131 168.854867 0 0.37799 11.485038 3.490261 0.405912 0 0 1.043939222 1.606004327 2.053338403 0 0 0 1942 11 11
1942-11-12 0 0 -2.683601 1470.6091 168.548898 0 0.37759 11.485062 3.49006 0.340003 0 0 1.043924921 1.605848507 2.053217907 0 0 0 1942 11 12
1942-11-13 0 0 -2.964129 1470.865178 168.29282 0 0.377179 11.485085 3.489859 0.284568 0 0 1.043910621 1.605692704 2.053097423 0 0 0 1942 11 13
1942-11-14 0 0 -2.675885 1471.050962 168.107036 0 0.376752 11.485111 3.489658 0.206464 0 0 1.043896321 1.605536916 2.052976948 0 0 0 1942 11 14
1942-11-15 0 2.414358 -2.508223 1460.371907 178.786058 0 0.376327 11.485136 3.489457 0 0 0 1.043882021 1.605381143 2.052856484 0 0 0 1942 11 15
1942-11-16 0 1.861413 0.784892 1459.981723 179.176209 0 0.375867 11.485163 3.489256 0 0 0 1.043867721 1.605225387 2.052736031 0 0 0 1942 11 16
1942-11-17 0 1.398603 0.660764 1427.291124 211.866775 0 0.375447 11.485188 3.489054 0 0 0 1.043853422 1.605069646 2.052615588 0 0 0 1942 11 17
1942-11-18 0 0.526221 -0.302135 1392.296888 246.860977 0 0.37492 11.485218 3.488853 0 0 0 1.043839122 1.60491392 2.052495155 0 0 0 1942 11 18
1942-11-19 0 1.521357 2.411343 1351.400099 287.757733 0 0.37429 11.485253 3.488652 0 0 0 1.043824823 1.604758211 2.052374734 0 0 0 1942 11 19
1942-11-20 0 1.747725 1.775093 1351.400066 287.757733 0 0.373569 11.485294 3.488451 0 0 0 1.043810524 1.604602517 2.052254322 0 0 0 1942 11 20
1942-11-21 0 0 2.535135 1352.790063 286.367935 0 0.372941 11.485331 3.48825 1.544479 0 0 1.043796225 1.604446838 2.052133921 0 0 0 1942 11 21
1942-11-22 0 0 3.002289 1354.501545 284.656453 0 0.372338 11.485364 3.488049 1.901683 0 0 1.043781927 1.604291176 2.052013531 0 0 0 1942 11 22
1942-11-23 0 0 2.564579 1356.415742 282.742256 0 0.371737 11.485398 3.487848 2.126923 0 0 1.043767628 1.604135528 2.051893151 0 0 0 1942 11 23
1942-11-24 0 0 2.552271 1358.061784 281.096214 0 0.371116 11.485431 3.487647 1.828973 0 0 1.04375333 1.603979897 2.051772782 0 0 0 1942 11 24
1942-11-25 0 0 2.686563 1359.712395 279.445603 0 0.370491 11.485466 3.487446 1.83405 0 0 1.043739032 1.603824281 2.051652423 0 0 0 1942 11 25
1942-11-26 0 0 2.641166 1361.419354 277.738644 0 0.369876 11.485498 3.487245 1.896658 0 0 1.043724734 1.603668681 2.051532076 0 0 0 1942 11 26
1942-11-27 0 0 2.580346 1363.170582 275.987416 0 0.369264 11.48553 3.487044 1.945845 0 0 1.043710437 1.603513097 2.051411738 0 0 0 1942 11 27
1942-11-28 0 0 2.701386 1364.745825 274.412173 0 0.368654 11.485564 3.486843 1.750307 0 0 1.043696139 1.603357528 2.051291411 0 0 0 1942 11 28
1942-11-29 0 0 2.684041 1366.353887 272.804112 0 0.368054 11.485596 3.486642 1.786772 0 0 1.043681842 1.603201975 2.051171094 0 0 0 1942 11 29
1942-11-30 0 0 2.59345 1367.971248 271.186751 0 0.36746 11.485627 3.486441 1.797105 0 0 1.043667545 1.603046437 2.051050787 0 0 0 1942 11 30
1942-12-01 0 0 -1.501297 1369.659829 269.49817 0 0.366868 11.485658 3.488997 1.876238 0 0 1.043653248 1.602890915 2.050930492 0 0 0 1942 12 1
1942-12-02 0 0 -2.637748 1370.777612 268.380387 0 0.366276 11.485689 3.491505 1.242017 0 0 1.043638952 1.602735224 2.050810061 0 0 0 1942 12 2
1942-12-03 0 0 -2.789049 1371.647273 267.510726 0 0.365707 11.485718 3.493965 0.966326 0 0 1.043624655 1.602579365 2.050689499 0 0 0 1942 12 3
1942-12-04 0 0 -2.784291 1372.503321 266.654678 0 0.365171 11.485746 3.496377 0.951201 0 0 1.043610359 1.602423343 2.050568807 0 0 0 1942 12 4
1942-12-05 0 0 -2.992479 1373.130654 266.027345 0 0.364671 11.485773 3.49874 0.697073 0 0 1.043596063 1.602267161 2.050447987 0 0 0 1942 12 5
1942-12-06 0 0 -2.975779 1373.688989 265.46901 0 0.364211 11.485797 3.501055 0.62041 0 0 1.043581767 1.602110822 2.050327042 0 0 0 1942 12 6
1942-12-07 0 1.472818 -2.291427 1373.555904 265.602062 0 0.363786 11.485819 3.503322 0 0 0 1.043567472 1.60195433 2.050205974 0 0 0 1942 12 7
1942-12-08 0 1.994539 -2.203173 1373.555871 265.602062 0 0.363377 11.485842 3.505542 0 0 0 1.043553176 1.601797686 2.050084787 0 0 0 1942 12 8
1942-12-09 0 0.132643 -2.10119 1374.228335 264.929664 0 0.362985 11.485863 3.507713 0.747218 0 0 1.043538881 1.601640894 2.049963483 0 0 0 1942 12 9
1942-12-10 0 0 -2.052819 1375.223042 263.934957 0 0.362606 11.485882 3.509837 1.105266 0 0 1.043524586 1.601483959 2.049842063 0 0 0 1942 12 10
1942-12-11 0 0 -2.044133 1376.393353 262.764646 0 0.36223 11.485903 3.511913 1.300382 0 0 1.043510291 1.601326882 2.049720531 0 0 0 1942 12 11
1942-12-12 0 0 -2.23328 1377.673149 261.48485 0 0.361842 11.485925 3.513941 1.422032 0 0 1.043495996 1.601169667 2.049598889 0 0 0 1942 12 12
1942-12-13 0 0 -2.053893 1378.888976 260.269023 0 0.361439 11.485946 3.515922 1.350955 0 0 1.043481702 1.601012317 2.049477139 0 0 0 1942 12 13
1942-12-14 0 0 -2.144427 1380.155182 259.002817 0 0.361029 11.485969 3.517855 1.406932 0 0 1.043467408 1.600854835 2.049355284 0 0 0 1942 12 14
1942-12-15 0 0 -2.268247 1381.464124 257.693875 0 0.36061 11.485991 3.519741 1.454417 0 0 1.043453114 1.600697225 2.049233326 0 0 0 1942 12 15
1942-12-16 0 0 -2.518212 1382.787733 256.370266 0 0.360178 11.486015 3.52158 1.470713 0 0 1.04343882 1.600539489 2.049111268 0 0 0 1942 12 16
1942-12-17 0 0 -1.861754 1383.920286 255.237713 0 0.359728 11.486039 3.523371 1.258429 0 0 1.043424526 1.60038163 2.048989114 0 0 0 1942 12 17
1942-12-18 0 0 -1.73313 1384.916414 254.241585 0 0.359284 11.486065 3.525115 1.106845 0 0 1.043410232 1.600223653 2.048866863 0 0 0 1942 12 18
1942-12-19 0 0 -2.153364 1386.195469 252.96253 0 0.358856 11.486088 3.526812 1.421209 0 0 1.043395939 1.600065559 2.04874452 0 0 0 1942 12 19
1942-12-20 0 0 -1.557223 1387.317476 251.840523 0 0.358416 11.486113 3.528461 1.24671 0 0 1.043381646 1.599907353 2.048622086 0 0 0 1942 12 20
1942-12-21 0 0 -1.689111 1388.468278 250.689721 0 0.357991 11.486136 3.530064 1.278705 0 0 1.043367353 1.599749038 2.048499564 0 0 0 1942 12 21
1942-12-22 0 1.16722 -2.016834 1388.40172 250.756247 0 0.357567 11.48616 3.531619 0 0 0 1.04335306 1.599590615 2.048376957 0 0 0 1942 12 22
1942-12-23 0 0.726454 -2.617165 1364.850549 274.307385 0 0.357131 11.486185 3.533128 0 0 0 1.043338768 1.599432089 2.048254267 0 0 0 1942 12 23
1942-12-24 0 0.709583 -2.422144 1327.442192 311.715709 0 0.356632 11.486211 3.53459 0 0 0 1.043324476 1.599273463 2.048131497 0 0 0 1942 12 24
1942-12-25 0 0.28322 -3.757118 1303.326963 335.830906 0 0.35605 11.486242 3.536005 0 0 0 1.043310184 1.59911474 2.048008649 0 0 0 1942 12 25
