date snow evap netpsn depthtogw vegaccesswater Qout litter soil height_over trans_over height_under trans_under leafc_over stemc_over rootc_over leafc_under stemc_under rootc_under year month day
1942-10-01 0 0 -0.551897 1462.495702 176.662294 0 0.42895 11.483725 3.49852 2.15109 0 0 1.074683371 1.617277744 2.076171435 0 0 0 1942 10 1
1942-10-02 0 0 -0.7112 1464.262539 174.895457 0 0.428222 11.483763 3.498318 1.963193 0 0 1.074668649 1.617121214 2.076050507 0 0 0 1942 10 2
1942-10-03 0 0 -1.557972 1465.832043 173.325953 0 0.427516 11.483799 3.498116 1.743932 0 0 1.074653928 1.6169647 2.075929589 0 0 0 1942 10 3
1942-10-04 0 0 -2.37608 1467.16614 171.991856 0 0.426814 11.483836 3.497915 1.48237 0 0 1.074639206 1.616808202 2.075808682 0 0 0 1942 10 4
1942-10-05 0 0 -3.137841 1468.255652 170.902344 0 0.426114 11.483873 3.497713 1.210609 0 0 1.074624485 1.616651719 2.075687785 0 0 0 1942 10 5
1942-10-06 0 0 -3.357661 1469.140012 170.017984 0 0.425407 11.483911 3.497511 0.982662 0 0 1.074609764 1.616495252 2.075566899 0 0 0 1942 10 6
1942-10-07 0 0 -3.232349 1469.785556 169.372441 0 0.424694 11.483949 3.49731 0.717309 0 0 1.074595044 1.6163388 2.075446024 0 0 0 1942 10 7
1942-10-08 0 0 -3.577187 1470.271392 168.886605 0 0.423987 11.483986 3.497108 0.539857 0 0 1.074580323 1.616182366 2.07532516 0 0 0 1942 10 8
1942-10-09 0 0 -4.363758 1470.558824 168.599173 0 0.423281 11.484023 3.496907 0.319408 0 0 1.074565603 1.616025945 2.075204305 0 0 0 1942 10 9
1942-10-10 0 0 -2.924504 1470.796209 168.361788 0 0.422557 11.484063 3.496705 0.2638 0 0 1.074550883 1.615869542 2.075083461 0 0 0 1942 10 10
1942-10-11 0 1.8 -3.187638 1470.729647 168.428314 0 0.421879 11.484098 3.496504 0 0 0 1.074536163 1.615713154 2.074962628 0 0 0 1942 10 11
1942-10-12 0 0 -2.495381 1470.847027 168.31097 0 0.421222 11.484134 3.496302 0.13046 0 0 1.074521443 1.615556781 2.074841805 0 0 0 1942 10 12
1942-10-13 0 0 -2.389403 1470.955905 168.202092 0 0.42062 11.484167 3.4961 0.121015 0 0 1.074506724 1.615400424 2.074720994 0 0 0 1942 10 13
1942-10-14 0 0 -2.708964 1471.083961 168.074036 0 0.420065 11.484197 3.495899 0.142323 0 0 1.074492005 1.615244083 2.074600192 0 0 0 1942 10 14
1942-10-15 0 0 -2.779318 1471.166667 167.99133 0 0.419525 11.484227 3.495697 0.091935 0 0 1.074477285 1.615087758 2.074479401 0 0 0 1942 10 15
1942-10-16 0 0 -3.007727 1471.24357 167.914427 0 0.419004 11.484255 3.495496 0.085487 0 0 1.074462567 1.614931449 2.074358621 0 0 0 1942 10 16
1942-10-17 0 0 -2.961072 1471.300784 167.857213 0 0.418484 11.484284 3.495294 0.06361 0 0 1.074447848 1.614775154 2.074237852 0 0 0 1942 10 17
1942-10-18 0 0 -3.030909 1471.346225 167.811772 0 0.417974 11.484312 3.495093 0.050528 0 0 1.074433129 1.614618876 2.074117091 0 0 0 1942 10 18
1942-10-19 0 0 -3.102462 1471.382409 167.775588 0 0.417465 11.484341 3.494892 0.040244 0 0 1.074418411 1.614462613 2.073996343 0 0 0 1942 10 19
1942-10-20 0 0 -3.176785 1471.411563 167.746434 0 0.416957 11.484369 3.49469 0.032431 0 0 1.074403693 1.614306366 2.073875605 0 0 0 1942 10 20
1942-10-21 0 0 -3.254648 1471.435527 167.72247 0 0.416448 11.4844 3.494489 0.026666 0 0 1.074388975 1.614150136 2.073754877 0 0 0 1942 10 21
1942-10-22 0 0 -3.336716 1471.455748 167.702249 0 0.415934 11.484427 3.494287 0.022506 0 0 1.074374258 1.61399392 2.073634161 0 0 0 1942 10 22
1942-10-23 0 0 -3.562238 1471.470052 167.687945 0 0.415414 11.484457 3.494086 0.015932 0 0 1.07435954 1.613837721 2.073513454 0 0 0 1942 10 23
1942-10-24 0 0 -3.069479 1471.482552 167.675445 0 0.414885 11.484487 3.493884 0.013927 0 0 1.074344823 1.613681537 2.073392758 0 0 0 1942 10 24
1942-10-25 0 0 -3.277609 1471.495811 167.662186 0 0.414369 11.484517 3.493683 0.014771 0 0 1.074330106 1.613525369 2.073272073 0 0 0 1942 10 25
1942-10-26 0 0 -3.189527 1471.508355 167.649642 0 0.413853 11.484547 3.493482 0.013976 0 0 1.074315389 1.613369215 2.073151398 0 0 0 1942 10 26
1942-10-27 0 0 -2.839769 1471.518575 167.639422 0 0.413342 11.484578 3.49328 0.011393 0 0 1.074300672 1.613213079 2.073030734 0 0 0 1942 10 27
1942-10-28 0 0 -2.376831 1471.525049 167.632948 0 0.412852 11.484606 3.493079 0.007232 0 0 1.074285956 1.613056957 2.07291008 0 0 0 1942 10 28
1942-10-29 0 0 -2.223076 1471.531769 167.626228 0 0.412402 11.484631 3.492878 0.007505 0 0 1.07427124 1.612900852 2.072789437 0 0 0 1942 10 29
1942-10-30 0 0 -2.406755 1471.542761 167.615236 0 0.411987 11.484657 3.492676 0.012251 0 0 1.074256524 1.612744762 2.072668804 0 0 0 1942 10 30
1942-10-31 0 0 -2.57999 1471.555654 167.602343 0 0.411588 11.484681 3.492475 0.014364 0 0 1.074241808 1.612588688 2.072548182 0 0 0 1942 10 31
