date snow evap netpsn depthtogw vegaccesswater Qout litter soil height_over trans_over height_under trans_under leafc_over stemc_over rootc_over leafc_under stemc_under rootc_under year month day
1942-10-01 0 0 -1.702133 1468.905699 170.252166 0 0.4977 11.852058 3.48484 1.304875 0 0 1.150582142 1.621446407 2.116839582 0 0 0 1942 10 1
1942-10-02 0 0 -1.910921 1469.872672 169.285193 0 0.496983 11.852098 3.484639 1.0746 0 0 1.15056638 1.62129074 2.116719314 0 0 0 1942 10 2
1942-10-03 0 0 -2.623618 1470.63206 168.525805 0 0.496284 11.852136 3.484438 0.843949 0 0 1.150550619 1.621135089 2.116599057 0 0 0 1942 10 3
1942-10-04 0 0 -3.159349 1471.191317 167.966548 0 0.495588 11.852175 3.484237 0.621582 0 0 1.150534858 1.620979454 2.11647881 0 0 0 1942 10 4
1942-10-05 0 0 -3.68273 1471.58325 167.574615 0 0.49489 11.852213 3.484037 0.435666 0 0 1.150519098 1.620823834 2.116358574 0 0 0 1942 10 5
1942-10-06 0 0 -3.800235 1471.861619 167.296246 0 0.49418 11.852252 3.483836 0.309483 0 0 1.150503337 1.620668231 2.116238347 0 0 0 1942 10 6
1942-10-07 0 0 -3.620513 1472.0405 167.117365 0 0.493459 11.852292 3.483635 0.198942 0 0 1.150487577 1.620512642 2.116118132 0 0 0 1942 10 7
1942-10-08 0 0 -3.783388 1472.16321 166.994655 0 0.492745 11.852331 3.483434 0.13653 0 0 1.150471817 1.620357069 2.115997927 0 0 0 1942 10 8
1942-10-09 0 0 -4.394914 1472.232246 166.925638 0 0.49203 11.85237 3.483233 0.07687 0 0 1.150456057 1.620201513 2.115877733 0 0 0 1942 10 9
1942-10-10 0 0 -3.049667 1472.288901 166.868983 0 0.491295 11.852411 3.483033 0.063115 0 0 1.150440297 1.620045971 2.115757548 0 0 0 1942 10 10
1942-10-11 0 1.8 -3.215069 1472.222227 166.935509 0 0.490605 11.852449 3.482832 0 0 0 1.150424538 1.619890445 2.115637375 0 0 0 1942 10 11
1942-10-12 0 0 -2.563268 1472.261414 166.89647 0 0.489938 11.852485 3.482631 0.043705 0 0 1.150408778 1.619734935 2.115517212 0 0 0 1942 10 12
1942-10-13 0 0 -2.426877 1472.299403 166.858481 0 0.489326 11.852519 3.48243 0.042375 0 0 1.150393019 1.61957944 2.11539706 0 0 0 1942 10 13
1942-10-14 0 0 -2.690663 1472.346532 166.811352 0 0.488762 11.852551 3.48223 0.05253 0 0 1.15037726 1.619423961 2.115276917 0 0 0 1942 10 14
1942-10-15 0 0 -2.835876 1472.376399 166.781485 0 0.488215 11.852582 3.482029 0.033349 0 0 1.150361502 1.619268498 2.115156786 0 0 0 1942 10 15
1942-10-16 0 0 -3.028766 1472.406618 166.751266 0 0.487684 11.852612 3.481828 0.033741 0 0 1.150345743 1.61911305 2.115036665 0 0 0 1942 10 16
1942-10-17 0 0 -2.96008 1472.431473 166.726411 0 0.487156 11.852642 3.481628 0.027781 0 0 1.150329985 1.618957618 2.114916555 0 0 0 1942 10 17
1942-10-18 0 0 -3.01174 1472.453547 166.704337 0 0.486636 11.852671 3.481427 0.024691 0 0 1.150314227 1.618802201 2.114796455 0 0 0 1942 10 18
1942-10-19 0 0 -3.070038 1472.473322 166.684562 0 0.486118 11.852701 3.481226 0.022136 0 0 1.15029847 1.6186468 2.114676366 0 0 0 1942 10 19
1942-10-20 0 0 -3.134757 1472.491239 166.666645 0 0.485603 11.852731 3.481026 0.020072 0 0 1.150282712 1.618491415 2.114556287 0 0 0 1942 10 20
1942-10-21 0 0 -3.205684 1472.50768 166.650204 0 0.485084 11.852759 3.480825 0.018432 0 0 1.150266955 1.618336046 2.114436218 0 0 0 1942 10 21
1942-10-22 0 0 -3.282676 1472.522958 166.634926 0 0.484562 11.85279 3.480624 0.01714 0 0 1.150251198 1.618180691 2.11431616 0 0 0 1942 10 22
1942-10-23 0 0 -3.365702 1472.536358 166.621526 0 0.484031 11.852821 3.480424 0.015053 0 0 1.150235441 1.618025352 2.114196112 0 0 0 1942 10 23
1942-10-24 0 0 -2.912562 1472.548193 166.609691 0 0.483494 11.852851 3.480223 0.013315 0 0 1.150219684 1.617870029 2.114076076 0 0 0 1942 10 24
1942-10-25 0 0 -3.10227 1472.560915 166.596969 0 0.482969 11.852883 3.480022 0.0143 0 0 1.150203928 1.617714722 2.113956049 0 0 0 1942 10 25
1942-10-26 0 0 -3.019914 1472.573013 166.584871 0 0.482443 11.852914 3.479822 0.013606 0 0 1.150188172 1.61755943 2.113836034 0 0 0 1942 10 26
1942-10-27 0 0 -2.696148 1472.58288 166.575004 0 0.481923 11.852944 3.479621 0.011128 0 0 1.150172416 1.617404154 2.113716027 0 0 0 1942 10 27
1942-10-28 0 0 -2.266746 1472.589108 166.568776 0 0.481424 11.852973 3.479421 0.007084 0 0 1.15015666 1.617248894 2.113596033 0 0 0 1942 10 28
1942-10-29 0 0 -2.120316 1472.59567 166.562214 0 0.480966 11.853 3.47922 0.007455 0 0 1.150140904 1.617093648 2.113476048 0 0 0 1942 10 29
1942-10-30 0 0 -2.284554 1472.606624 166.55126 0 0.480546 11.853026 3.47902 0.012335 0 0 1.150125149 1.616938419 2.113356074 0 0 0 1942 10 30
1942-10-31 0 0 -2.44211 1472.619477 166.538407 0 0.480139 11.853052 3.478819 0.014446 0 0 1.150109394 1.616783205 2.113236111 0 0 0 1942 10 31
