date snow evap netpsn depthtogw vegaccesswater Qout litter soil height_over trans_over height_under trans_under leafc_over stemc_over rootc_over leafc_under stemc_under rootc_under year month day
1942-10-01 0 0 -4.613244 1470.494935 168.662949 0 0.320314 11.855104 3.48484 0.771171 0 0 1.027306542 1.601533909 2.040704687 0 0 0 1942 10 1
1942-10-02 0 0 -4.399027 1471.046747 168.111137 0 0.319499 11.855088 3.484639 0.613289 0 0 1.02729247 1.601378516 2.040584419 0 0 0 1942 10 2
1942-10-03 0 0 -4.964587 1471.428643 167.729241 0 0.318702 11.855068 3.484438 0.424492 0 0 1.027278397 1.601223138 2.040464161 0 0 0 1942 10 3
1942-10-04 0 0 -5.261378 1471.666546 167.491338 0 0.317911 11.855048 3.484237 0.264501 0 0 1.027264325 1.601067776 2.040343914 0 0 0 1942 10 4
1942-10-05 0 0 -5.716249 1471.82853 167.329354 0 0.317119 11.855026 3.484037 0.180146 0 0 1.027250253 1.600912429 2.040223678 0 0 0 1942 10 5
1942-10-06 0 0 -5.72595 1471.968198 167.189686 0 0.31632 11.855001 3.483836 0.155351 0 0 1.027236181 1.600757098 2.040103452 0 0 0 1942 10 6
1942-10-07 0 0 -5.35831 1472.089109 167.068775 0 0.315516 11.854973 3.483635 0.134509 0 0 1.027222109 1.600601783 2.039983236 0 0 0 1942 10 7
1942-10-08 0 0 -5.503334 1472.174635 166.983249 0 0.31472 11.854943 3.483434 0.095193 0 0 1.027208037 1.600446483 2.039863031 0 0 0 1942 10 8
1942-10-09 0 0 -6.32148 1472.225058 166.932826 0 0.313928 11.854912 3.483233 0.05619 0 0 1.027193966 1.600291198 2.039742837 0 0 0 1942 10 9
1942-10-10 0 0 -4.37157 1472.291633 166.866251 0 0.313121 11.854877 3.483033 0.074136 0 0 1.027179895 1.600135929 2.039622653 0 0 0 1942 10 10
1942-10-11 0 1.8 -4.595147 1472.224958 166.932778 0 0.312362 11.854842 3.482832 0 0 0 1.027165824 1.599980676 2.039502479 0 0 0 1942 10 11
1942-10-12 0 0 -3.669509 1472.28303 166.874854 0 0.311627 11.854807 3.482631 0.064688 0 0 1.027151753 1.599825439 2.039382317 0 0 0 1942 10 12
1942-10-13 0 0 -3.484733 1472.332327 166.825557 0 0.310948 11.854772 3.48243 0.054938 0 0 1.027137683 1.599670216 2.039262165 0 0 0 1942 10 13
