date snow evap netpsn depthtogw vegaccesswater Qout litter soil height_over trans_over height_under trans_under leafc_over stemc_over rootc_over leafc_under stemc_under rootc_under year month day
1942-10-01 0 0 -4.432281 1470.177673 168.980324 0 0.334697 11.485706 3.49852 0.567899 0 0 0.993995814 1.604244421 2.027246325 0 0 0 1942 10 1
1942-10-02 0 0 -4.208227 1470.546829 168.611168 0 0.333891 11.485735 3.498318 0.410212 0 0 0.993982197 1.604088069 2.027125397 0 0 0 1942 10 2
1942-10-03 0 0 -4.684676 1470.795605 168.362392 0 0.333102 11.485765 3.498116 0.276457 0 0 0.993968581 1.603931734 2.027004479 0 0 0 1942 10 3
1942-10-04 0 0 -4.901519 1470.948833 168.209164 0 0.33231 11.485796 3.497915 0.170291 0 0 0.993954965 1.603775413 2.026883572 0 0 0 1942 10 4
1942-10-05 0 0 -5.31343 1471.050919 168.107078 0 0.331517 11.485826 3.497713 0.113468 0 0 0.993941349 1.60361911 2.026762676 0 0 0 1942 10 5
1942-10-06 0 0 -5.325085 1471.131095 168.026902 0 0.330709 11.485857 3.497511 0.089123 0 0 0.993927734 1.603462822 2.02664179 0 0 0 1942 10 6
1942-10-07 0 0 -4.984822 1471.19285 167.965147 0 0.329897 11.485885 3.49731 0.068655 0 0 0.993914118 1.603306549 2.026520914 0 0 0 1942 10 7
1942-10-08 0 0 -5.104879 1471.236654 167.921343 0 0.329094 11.485911 3.497108 0.048709 0 0 0.993900503 1.603150292 2.026400049 0 0 0 1942 10 8
1942-10-09 0 0 -5.88415 1471.263656 167.894341 0 0.328292 11.485937 3.496907 0.03004 0 0 0.993886888 1.602994051 2.026279196 0 0 0 1942 10 9
1942-10-10 0 0 -4.02997 1471.29341 167.864587 0 0.327476 11.485959 3.496705 0.033099 0 0 0.993873273 1.602837826 2.026158352 0 0 0 1942 10 10
1942-10-11 0 1.8 -4.260616 1471.22685 167.931113 0 0.326709 11.485978 3.496504 0 0 0 0.993859658 1.602681616 2.026037518 0 0 0 1942 10 11
1942-10-12 0 0 -3.386974 1471.262659 167.895338 0 0.325967 11.485996 3.496302 0.039826 0 0 0.993846044 1.602525422 2.025916696 0 0 0 1942 10 12
1942-10-13 0 0 -3.20105 1471.295221 167.862777 0 0.325287 11.486009 3.4961 0.036218 0 0 0.993832429 1.602369243 2.025795884 0 0 0 1942 10 13
1942-10-14 0 0 -3.559862 1471.33024 167.827758 0 0.324655 11.486022 3.495899 0.038947 0 0 0.993818815 1.602213081 2.025675083 0 0 0 1942 10 14
1942-10-15 0 0 -3.592141 1471.354451 167.803547 0 0.324043 11.486032 3.495697 0.026939 0 0 0.993805201 1.602056934 2.025554291 0 0 0 1942 10 15
1942-10-16 0 0 -3.830093 1471.377031 167.780967 0 0.323451 11.486041 3.495496 0.025127 0 0 0.993791587 1.601900803 2.025433512 0 0 0 1942 10 16
1942-10-17 0 0 -3.736964 1471.396046 167.761952 0 0.322864 11.486048 3.495294 0.021166 0 0 0.993777974 1.601744687 2.025312742 0 0 0 1942 10 17
1942-10-18 0 0 -3.797167 1471.412996 167.745002 0 0.322288 11.486055 3.495093 0.018871 0 0 0.99376436 1.601588588 2.025191982 0 0 0 1942 10 18
1942-10-19 0 0 -3.866551 1471.428427 167.729571 0 0.321718 11.48606 3.494892 0.017184 0 0 0.993750747 1.601432504 2.025071234 0 0 0 1942 10 19
1942-10-20 0 0 -3.944693 1471.44274 167.715258 0 0.321148 11.486064 3.49469 0.015941 0 0 0.993737134 1.601276436 2.024950495 0 0 0 1942 10 20
1942-10-21 0 0 -4.031248 1471.456214 167.701784 0 0.320581 11.486067 3.494489 0.015009 0 0 0.993723521 1.601120383 2.024829768 0 0 0 1942 10 21
1942-10-22 0 0 -4.125935 1471.469038 167.68896 0 0.320012 11.486069 3.494287 0.014286 0 0 0.993709909 1.600964346 2.024709051 0 0 0 1942 10 22
1942-10-23 0 0 -4.396285 1471.47905 167.678948 0 0.319439 11.486071 3.494086 0.011161 0 0 0.993696296 1.600808325 2.024588345 0 0 0 1942 10 23
1942-10-24 0 0 -3.788159 1471.490217 167.667781 0 0.318859 11.48607 3.493884 0.012446 0 0 0.993682684 1.600652319 2.024467649 0 0 0 1942 10 24
1942-10-25 0 0 -4.044218 1471.501809 167.656189 0 0.318294 11.486069 3.493683 0.012917 0 0 0.993669072 1.600496329 2.024346964 0 0 0 1942 10 25
1942-10-26 0 0 -3.934993 1471.513651 167.644347 0 0.317733 11.486067 3.493482 0.013196 0 0 0.99365546 1.600340356 2.024226288 0 0 0 1942 10 26
1942-10-27 0 0 -3.5032 1471.524503 167.633495 0 0.317178 11.486064 3.49328 0.012095 0 0 0.993641848 1.600184397 2.024105624 0 0 0 1942 10 27
1942-10-28 0 0 -2.93104 1471.532142 167.625856 0 0.316646 11.486061 3.493079 0.008526 0 0 0.993628237 1.600028454 2.02398497 0 0 0 1942 10 28
1942-10-29 0 0 -2.742067 1471.540094 167.617904 0 0.316156 11.486056 3.492878 0.008872 0 0 0.993614625 1.599872527 2.023864327 0 0 0 1942 10 29
1942-10-30 0 0 -2.971257 1471.552033 167.605965 0 0.315702 11.486049 3.492676 0.013303 0 0 0.993601014 1.599716615 2.023743694 0 0 0 1942 10 30
1942-10-31 0 0 -3.186535 1471.565003 167.592995 0 0.315264 11.486044 3.492475 0.014448 0 0 0.993587403 1.59956072 2.023623072 0 0 0 1942 10 31
1942-11-01 0 0 -3.629948 1471.579032 167.578966 0 0.314833 11.486039 3.492274 0.015625 0 0 0.993573793 1.599404839 2.023502461 0 0 0 1942 11 1
1942-11-02 0 0 -3.858656 1471.592598 167.5654 0 0.314392 11.486031 3.492072 0.01511 0 0 0.993560182 1.599248975 2.023381861 0 0 0 1942 11 2
1942-11-03 0 2.858141 -3.601898 1466.826671 172.331294 0 0.313942 11.486022 3.491871 0 0 0 0.993546571 1.599093127 2.02326127 0 0 0 1942 11 3
1942-11-04 0 0.411833 -0.96727 1467.111659 172.046339 0 0.313472 11.486013 3.49167 0.316691 0 0 0.993532961 1.598937293 2.02314069 0 0 0 1942 11 4
1942-11-05 0 0 -0.986788 1467.57392 171.584078 0 0.313048 11.486005 3.491469 0.51366 0 0 0.993519351 1.598781477 2.02302012 0 0 0 1942 11 5
1942-11-06 0 0 -1.425978 1468.207786 170.950212 0 0.312651 11.485995 3.491267 0.704333 0 0 0.993505741 1.598625675 2.022899562 0 0 0 1942 11 6
1942-11-07 0 0 -1.85179 1468.811821 170.346177 0 0.312263 11.485987 3.491066 0.671187 0 0 0.993492132 1.598469889 2.022779014 0 0 0 1942 11 7
1942-11-08 0 0 -2.023929 1469.299215 169.858784 0 0.311879 11.485977 3.490865 0.541585 0 0 0.993478522 1.598314118 2.022658476 0 0 0 1942 11 8
1942-11-09 0 0 -2.342197 1469.752341 169.405658 0 0.3115 11.485967 3.490664 0.503511 0 0 0.993464913 1.598158364 2.022537949 0 0 0 1942 11 9
1942-11-10 0 0 -2.562679 1470.139426 169.018573 0 0.311119 11.485957 3.490462 0.430131 0 0 0.993451304 1.598002625 2.022417432 0 0 0 1942 11 10
1942-11-11 0 0 -3.088098 1470.47907 168.678929 0 0.310738 11.485946 3.490261 0.377418 0 0 0.993437695 1.597846901 2.022296926 0 0 0 1942 11 11
