date snow evap netpsn depthtogw vegaccesswater Qout litter soil height_over trans_over height_under trans_under leafc_over stemc_over rootc_over leafc_under stemc_under rootc_under year month day
1942-10-01 0 0 1.827314 1449.370359 189.787636 0 0.452645 11.484644 3.49852 2.970298 0 0 1.107568873 1.622589683 2.09415417 0 0 0 1942 10 1
1942-10-02 0 0 1.830434 1451.992191 187.165804 0 0.452208 11.484524 3.498318 2.913187 0 0 1.108456716 1.622578942 2.094679211 0 0 0 1942 10 2
1942-10-03 0 0 1.146306 1454.524763 184.633232 0 0.451708 11.484449 3.498116 2.814009 0 0 1.108997299 1.622512126 2.094974149 0 0 0 1942 10 3
1942-10-04 0 0 0.297928 1456.966333 182.191663 0 0.451069 11.484452 3.497915 2.712895 0 0 1.109121334 1.622378041 2.094967385 0 0 0 1942 10 4
1942-10-05 0 0 -0.543753 1459.251053 179.906943 0 0.450367 11.48449 3.497713 2.538617 0 0 1.109106141 1.622221481 2.094846488 0 0 0 1942 10 5
1942-10-06 0 0 -0.71663 1461.356463 177.801533 0 0.449663 11.48453 3.497511 2.339384 0 0 1.109090947 1.622064939 2.094725603 0 0 0 1942 10 6
1942-10-07 0 0 -0.53739 1463.115357 176.042639 0 0.448958 11.484568 3.49731 1.954366 0 0 1.109075754 1.621908411 2.094604727 0 0 0 1942 10 7
1942-10-08 0 0 -1.107627 1464.712346 174.44565 0 0.448267 11.484607 3.497108 1.774472 0 0 1.109060562 1.621751899 2.094483862 0 0 0 1942 10 8
1942-10-09 0 0 -2.024877 1465.780611 173.377385 0 0.447581 11.484645 3.496907 1.187001 0 0 1.109045369 1.621595404 2.094363008 0 0 0 1942 10 9
1942-10-10 0 0 -0.683899 1466.882161 172.275835 0 0.446881 11.484684 3.496705 1.223984 0 0 1.109030177 1.621438923 2.094242164 0 0 0 1942 10 10
1942-10-11 0 1.8 -1.085947 1466.8156 172.342361 0 0.446229 11.484721 3.496504 0 0 0 1.109014984 1.621282459 2.094121331 0 0 0 1942 10 11
1942-10-12 0 0 -0.608483 1467.3967 171.761296 0 0.445599 11.484756 3.496302 0.645707 0 0 1.108999792 1.62112601 2.094000508 0 0 0 1942 10 12
1942-10-13 0 0 -0.715667 1467.9814 171.176596 0 0.445025 11.484789 3.4961 0.649707 0 0 1.108984601 1.620969577 2.093879697 0 0 0 1942 10 13
1942-10-14 0 0 -1.128054 1468.707896 170.4501 0 0.4445 11.48482 3.495899 0.807257 0 0 1.108969409 1.620813159 2.093758895 0 0 0 1942 10 14
1942-10-15 0 0 -1.415151 1469.224157 169.933839 0 0.443992 11.484849 3.495697 0.573663 0 0 1.108954218 1.620656758 2.093638104 0 0 0 1942 10 15
1942-10-16 0 0 -1.855727 1469.743836 169.41416 0 0.443503 11.484879 3.495496 0.57746 0 0 1.108939027 1.620500372 2.093517324 0 0 0 1942 10 16
1942-10-17 0 0 -2.02185 1470.159115 168.998881 0 0.443018 11.484906 3.495294 0.461461 0 0 1.108923836 1.620344002 2.093396554 0 0 0 1942 10 17
1942-10-18 0 0 -2.266865 1470.501139 168.656857 0 0.442543 11.484934 3.495093 0.380066 0 0 1.108908645 1.620187647 2.093275795 0 0 0 1942 10 18
1942-10-19 0 0 -2.484396 1470.773503 168.384494 0 0.44207 11.484962 3.494892 0.302665 0 0 1.108893454 1.620031308 2.093155046 0 0 0 1942 10 19
